100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
99.9995202229900	100.007794275116	99.9857891937231	100.011119374427	99.9845141379089	99.9189707123799	99.9969118493460	99.7800170943950	100.041289832962	100.009442943831	100.061540516559	99.9426152138154	100.003526141971	99.9525480145870	99.9198674781163	99.9490373047302	99.3511548627286	99.8998918311734	99.8352131243592	98.7898604163520	99.4139150768867	99.0497379039664	99.7086109080425	99.9721301943080	99.8839693282870
100.154890172559	100.430484968835	100.190156308740	100.281060867431	100.310309348314	100.590928416940	101.046229988481	100.246026781688	100.969599681216	100.276135637318	100.403114236373	100.305997851331	100.179417286364	100.359595262539	100.094440481210	100.246526821319	100.545883741517	102.161816404219	101.435476783360	100.734791068779	101.160823084247	103.415206642215	105.457367613595	101.368861012598	100.215033595175
100.164310658985	100.412637208424	100.129430165171	100.278656169291	100.294049193118	100.494802417939	101.053740445509	100.085962180643	100.993938292970	100.288467840082	100.356839584387	100.253829863890	100.185034299926	100.305930709070	100.055400577506	100.163748873409	99.8210731842067	102.051567407900	101.212099018603	99.2998605052022	100.375429820277	102.092395629459	105.097507233245	101.401071795878	100.136785175544
100.320977303176	100.840516554852	100.396187338728	100.578213748783	100.628316081020	101.190483526099	102.183900957504	100.615030413642	101.978699178599	100.565202470105	100.728945033346	100.679325011453	100.363956946930	100.709961404223	100.239684935868	100.466132506179	101.098987337004	104.282289434818	102.775743371906	101.414495019947	102.338912980202	106.651309955452	111.094150595649	102.825958170486	100.552690981933
100.321294993358	100.835358024944	100.380385548817	100.569417450888	100.608822113447	101.065088392786	102.215874045997	100.360118087458	101.946543141373	100.546281347579	100.686963905771	100.603681429664	100.374472032885	100.664003179864	100.216764377153	100.349536425305	100.262425996497	104.133297277058	102.559689468288	99.8160801073310	101.398611748339	105.390765334411	110.557706366285	102.697145436368	100.550336432804
100.627775250664	101.668727944931	100.792249073485	101.142237894966	101.255447949057	102.361865090858	104.440704661867	101.278086766163	103.952660021217	101.065784197727	101.377267219418	101.357997923062	100.738297402480	101.423034370782	100.523271841191	100.880654120662	102.218221655795	108.477471761696	105.481910062985	102.733031835023	104.632932249964	113.300346138172	121.933721852123	105.614549886831	101.352509468210
100.624611315787	101.660632441791	100.769124437002	101.135092864984	101.232583529146	102.209049400137	104.447972545128	100.950025822384	103.911739013296	101.072302647759	101.380606627293	101.255455222749	100.731589896864	101.365149810378	100.529131872553	100.776124286209	101.194571925441	108.370603041208	105.291489673356	100.742787585852	103.303881085934	111.716401072521	121.428166925794	105.621626774663	101.191356674449
100.778710504627	102.036866243537	100.998047803656	101.437230943003	101.569309936321	102.947247777086	105.499128647038	101.612554866242	104.957109854269	101.334767157441	101.673520403782	101.722684760264	100.921619564582	101.766726092493	100.678610938052	101.105939684996	102.650628127295	110.638248081043	106.888091401787	103.424286310851	105.765635098002	116.470160231015	127.042297752288	107.005048909563	101.629369538314
100.737877590990	102.079806298332	100.976668116965	101.422959718795	101.545762316612	102.784573009545	105.493176259977	101.230853101993	104.873072457138	101.351503718335	101.663502180156	101.607589137973	100.926112457143	101.717748676181	100.683017318224	101.002976713847	101.638279037939	110.546720612402	106.547531858796	101.188815538121	104.254049067346	114.561765287186	126.749879016896	107.023008640369	101.709963794614
100.924458980103	102.501148996643	101.185319272802	101.699462333355	101.884629416488	103.532630463315	106.608838324491	101.874243502266	106.217303845123	101.603292063910	102.035130570848	102.067971627136	101.107880831316	102.123911807608	100.839692241033	101.339670456004	103.232454185318	112.783943169763	108.166105170646	103.820558156892	106.831244049117	119.711335806498	130.676681665139	108.389383014545	101.919415654756
100.905870862701	102.485176380681	101.155648373439	101.691783623629	101.856709318071	103.339762273010	106.609071568498	101.507457789766	106.143406876019	101.605582330138	102.023681172418	101.930867635144	101.110428795384	102.069914720759	100.838857527264	101.216944488785	101.969607553851	112.592567553512	107.979346711586	101.575313863295	105.097162816168	117.499479655856	132.206474397916	108.390009234001	101.986575758562
101.081145074713	102.916632809892	101.363884901113	101.983693886322	102.199265696857	104.110618841928	107.725741247122	102.072697448256	107.230019510924	101.883409240978	102.308962016621	102.374784603271	101.293853803294	102.494206199673	100.977412915114	101.604265169790	103.703314226879	114.879974205895	109.627215467995	104.637979902087	107.897839675187	122.091276233653	138.323071220436	109.765734341413	102.297638828229
